,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,TotalUseTypeNumber,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor,harvesine_distance
577,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1,4,242686,Office,65.0,9683979.0,67.51,0.28,8,2,0.58722,0.41278,242686.0,60671.5,2.101374977910563
578,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,6,95760,Office,56.29999924,5392617.5,74.45,0.78,116,1,0.83459,0.16541,95760.0,15960.0,0.4833544677932836
579,NonResidential,Warehouse,GREATER DUWAMISH,1,1,179413,Non-Refrigerated Warehouse,19.39999962,3459543.0,24.12,0.13,70,1,1.0,0.0,179413.0,179413.0,2.687667867724704
580,NonResidential,Warehouse,DELRIDGE,1,1,170632,Non-Refrigerated Warehouse,3.5,602245.0,4.2,0.02,50,2,1.0,0.0,170632.0,170632.0,2.6018078480452185
581,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1,10,381511,Office,51.90000153,11410228.0,106.12,0.28,22,2,1.0,0.0,381511.0,38151.1,1.8795442199241192
582,NonResidential,Large Office,DOWNTOWN,1,17,413264,Office,46.09999847,13631141.0,95.03,0.23,7,2,0.66584,0.33416,413264.0,24309.647,0.3596529979117301
583,NonResidential,Mixed Use Property,NORTHEAST,1,6,122400,Office,68.30000305,4865551.5,79.39,0.65,7,4,0.55637,0.44363,122400.0,20400.0,3.732275779386009
584,NonResidential,Retail Store,NORTHEAST,1,2,93803,Retail Store,58.79999924,5453438.5,110.41,1.18,60,4,1.0,0.0,93803.0,46901.5,4.1789710822219055
586,NonResidential,Warehouse,GREATER DUWAMISH,1,2,123000,Non-Refrigerated Warehouse,21.89999962,3004271.0,20.94,0.17,50,2,1.0,0.0,123000.0,61500.0,6.812423114036907
587,NonResidential,Medical Office,EAST,1,5,275130,Medical Office,55.90000153,9941308.0,69.3,0.25,13,1,0.58936,0.41064,275130.0,55026.0,0.4959205592474807
588,NonResidential,Warehouse,GREATER DUWAMISH,1,1,60448,Non-Refrigerated Warehouse,17.39999962,1052244.75,27.24,0.45,38,2,1.0,0.0,60448.0,60448.0,6.917843740907486
589,NonResidential,Hospital,EAST,7,14,1765970,Hospital (General Medical & Surgical),177.8999939,291614432.0,12307.16,6.97,22,2,1.0,0.0,252281.429,126140.714,0.4897792407965238
590,NonResidential,Other,MAGNOLIA / QUEEN ANNE,3,4,62600,Other,51.79999924,11147342.0,406.04,6.49,88,1,1.0,0.0,20866.667,15650.0,1.5276081503250605
591,NonResidential,Mixed Use Property,EAST,1,4,77412,Other,58.20000076,2655387.5,20.85,0.27,12,3,0.72082,0.27918,77412.0,19353.0,0.5599122757665231
592,NonResidential,Medical Office,EAST,1,5,289419,Medical Office,87.09999847,12731388.0,133.5,0.46,26,2,0.45008,0.54992,289419.0,57883.8,0.5970710453398126
593,NonResidential,Other,NORTH,1,5,90266,Financial Office,88.80000305,7771933.5,54.18,0.6,29,1,1.0,0.0,90266.0,18053.2,6.439747441471998
594,NonResidential,Warehouse,BALLARD,1,4,87332,Non-Refrigerated Warehouse,13.30000019,1165598.875,14.49,0.17,12,1,0.92605,0.07395,87332.0,21833.0,3.891128420813472
595,NonResidential,Hotel,EAST,1,6,150545,Hotel,133.3999939,13410041.0,453.76,3.01,13,2,0.66776,0.33224,150545.0,25090.833,0.6730970835598865
596,NonResidential,Other,MAGNOLIA / QUEEN ANNE,1,5,141718,Other - Entertainment/Public Assembly,136.3000031,19085174.0,341.23,2.41,17,2,1.0,0.0,141718.0,28343.6,1.2926965366642955
597,NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,1,5,111856,Hotel,98.40000153,9444484.0,278.97,2.49,8,4,0.80982,0.19018,111856.0,22371.2,1.60903864982978
598,NonResidential,Warehouse,EAST,1,4,132828,Non-Refrigerated Warehouse,8.199999809,1083729.625,7.56,0.06,28,1,1.0,0.0,132828.0,33207.0,1.0770549179758573
599,NonResidential,Warehouse,DELRIDGE,1,1,70400,Non-Refrigerated Warehouse,198.3000031,13962749.0,284.01,4.03,46,2,1.0,0.0,70400.0,70400.0,4.648950977666463
600,NonResidential,Retail Store,NORTHWEST,1,1,101830,Retail Store,81.90000153,10713006.0,295.12,2.9,21,1,1.0,0.0,101830.0,101830.0,7.470665947139081
602,NonResidential,University,CENTRAL,2,4,114000,College/University,66.40000153,7575080.0,109.71,0.96,42,1,1.0,0.0,57000.0,28500.0,1.3988933318006247
603,SPS-District K-12,Other,GREATER DUWAMISH,1,3,338063,Other,61.20000076,20675922.0,259.49,0.77,14,9,1.0,0.0,338063.0,112687.667,1.7763968986667575
604,NonResidential,Warehouse,SOUTHWEST,1,1,152365,Non-Refrigerated Warehouse,6.800000191,1069749.75,13.07,0.09,51,2,1.0,0.0,152365.0,152365.0,2.6305787293604155
605,NonResidential,Medical Office,CENTRAL,1,6,320946,Medical Office,78.90000153,25471308.0,189.85,0.59,106,2,1.0,0.0,320946.0,53491.0,1.0462621722946797
606,NonResidential,Retail Store,GREATER DUWAMISH,1,1,74178,Retail Store,72.80000305,5402181.0,134.82,1.82,58,1,1.0,0.0,74178.0,74178.0,3.999558133401347
607,NonResidential,Warehouse,NORTH,1,4,80360,Non-Refrigerated Warehouse,8.5,686019.1875,16.27,0.2,29,1,1.0,0.0,80360.0,20090.0,7.167532778213804
608,SPS-District K-12,K-12 School,SOUTHWEST,1,1,61183,K-12 School,38.5,2424724.25,95.54,1.56,66,1,1.0,0.0,61183.0,61183.0,3.160428139278364
609,NonResidential,Supermarket / Grocery Store,EAST,1,3,119190,Supermarket/Grocery Store,217.8000031,10077532.0,267.0,2.24,20,1,1.0,0.0,119190.0,39730.0,0.6991093256808392
610,NonResidential,Other,GREATER DUWAMISH,1,2,51856,Automobile Dealership,37.40000153,1938613.125,13.51,0.26,8,2,1.0,0.0,51856.0,25928.0,0.9171119496206334
611,NonResidential,Mixed Use Property,GREATER DUWAMISH,1,3,66138,Office,139.8000031,7070998.5,49.29,0.75,95,4,0.8097,0.1903,66138.0,22046.0,1.3186805113540685
612,NonResidential,Large Office,NORTHEAST,1,3,113944,Office,273.2999878,17880184.0,128.73,1.13,56,1,0.57426,0.42574,113944.0,37981.333,3.948466225431032
613,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,4,31334,Multifamily Housing,23.0,722062.875,5.03,0.16,40,1,1.0,0.0,31334.0,7833.5,7.054794509090714
614,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1,3,47658,Multifamily Housing,24.5,1167967.125,8.14,0.17,11,1,1.0,0.0,47658.0,15886.0,3.791964025372944
615,NonResidential,Low-Rise Multifamily,LAKE UNION,1,3,93079,Multifamily Housing,21.89999962,1997181.5,25.6,0.28,16,1,0.61223,0.38777,93079.0,31026.333,2.92720441611774
616,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,3,24059,Multifamily Housing,28.89999962,695955.8125,4.85,0.2,54,1,1.0,0.0,24059.0,8019.667,4.361995775594154
617,Multifamily LR (1-4),Senior Care Community,CENTRAL,1,3,66402,Senior Care Community,68.5,9097980.0,343.68,5.18,53,1,1.0,0.0,66402.0,22134.0,1.7543530620048986
618,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1,4,76285,Multifamily Housing,28.79999924,1742351.25,12.15,0.16,28,2,1.0,0.0,76285.0,19071.25,5.892948725928006
619,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1,3,46873,Multifamily Housing,28.89999962,864004.625,6.02,0.13,26,2,1.0,0.0,46873.0,15624.333,5.880445488054148
620,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,5,2,62900,Multifamily Housing,31.89999962,1552051.25,65.25,1.04,51,2,1.0,0.0,12580.0,31450.0,5.2594248810238975
621,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1,3,27160,Multifamily Housing,29.39999962,681354.1875,4.75,0.17,18,3,0.88133,0.11867,27160.0,9053.333,5.1931269214118
622,NonResidential,Worship Facility,NORTHEAST,1,2,22220,Worship Facility,35.0,778355.8125,31.74,1.43,59,1,1.0,0.0,22220.0,11110.0,5.29118936049292
623,SPS-District K-12,K-12 School,NORTHEAST,1,1,46732,K-12 School,45.79999924,2331952.75,89.08,1.91,61,1,1.0,0.0,46732.0,46732.0,6.047188171827513
624,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1,6,152693,Multifamily Housing,22.20000076,4934559.0,95.26,0.62,16,4,0.56972,0.43028,152693.0,25448.833,4.8665176066085545
625,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,2,26211,Multifamily Housing,54.29999924,1422814.375,62.17,2.37,57,1,1.0,0.0,26211.0,13105.5,4.603721305356271
626,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1,2,28260,Multifamily Housing,83.09999847,2213115.5,60.18,2.13,102,3,1.0,0.0,28260.0,14130.0,4.011440703131937
627,NonResidential,Mixed Use Property,GREATER DUWAMISH,1,1,44700,Office,42.70000076,2042771.0,30.52,0.68,54,3,1.0,0.0,44700.0,44700.0,4.406818631411203
628,NonResidential,Warehouse,GREATER DUWAMISH,1,1,44100,Non-Refrigerated Warehouse,40.5,1618916.375,11.29,0.26,40,1,1.0,0.0,44100.0,44100.0,4.476814634047269
629,NonResidential,Distribution Center,GREATER DUWAMISH,1,1,27800,Distribution Center,44.0,1224186.25,24.39,0.88,51,1,1.0,0.0,27800.0,27800.0,4.5008049694252
630,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,11,321945,Multifamily Housing,55.29999924,6856153.5,276.63,0.86,106,2,1.0,0.0,321945.0,29267.727,0.2308072774758009
631,NonResidential,Warehouse,GREATER DUWAMISH,1,1,46340,Non-Refrigerated Warehouse,55.29999924,2564004.0,17.87,0.39,15,1,1.0,0.0,46340.0,46340.0,3.5846712564567977
632,Campus,Other,GREATER DUWAMISH,3,1,22800,Manufacturing/Industrial Plant,97.5,2222097.5,101.5,4.45,22,1,1.0,0.0,7600.0,22800.0,4.649140095453189
633,Multifamily LR (1-4),Mixed Use Property,CENTRAL,1,4,37849,Multifamily Housing,24.5,560334.5,3.91,0.1,11,3,0.60377,0.39623,37849.0,9462.25,0.9026244188112248
634,NonResidential,Small- and Mid-Sized Office,CENTRAL,1,3,38460,Office,50.70000076,1950713.25,36.02,0.94,106,1,1.0,0.0,38460.0,12820.0,0.876498949539036
635,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,1,6,86955,Multifamily Housing,29.60000038,2822377.25,63.86,0.73,13,2,1.0,0.0,86955.0,14492.5,4.243368131583965
636,Multifamily HR (10+),High-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,11,286408,Multifamily Housing,32.40000153,6310254.0,44.01,0.15,13,2,1.0,0.0,286408.0,26037.091,1.726448045561461
637,Multifamily LR (1-4),Mixed Use Property,SOUTHWEST,1,4,93114,Multifamily Housing,35.5,2255459.75,38.9,0.42,14,3,0.21709,0.78291,93114.0,23278.5,2.984928539354752
638,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1,4,21888,Multifamily Housing,35.5,777682.0,16.11,0.74,24,2,1.0,0.0,21888.0,5472.0,2.9509274004884127
639,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,7,66849,Multifamily Housing,28.39999962,1898210.25,13.23,0.2,14,1,1.0,0.0,66849.0,9549.857,0.7382684440189279
640,NonResidential,Worship Facility,NORTHWEST,1,2,21022,Worship Facility,45.0,945245.625,43.84,2.09,94,1,1.0,0.0,21022.0,10511.0,5.593891308055207
641,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1,4,30240,Multifamily Housing,27.0,679294.875,4.74,0.16,90,1,1.0,0.0,30240.0,7560.0,4.300155245564815
642,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,5,59440,Multifamily Housing,50.5,2503690.0,53.21,0.9,25,1,1.0,0.0,59440.0,11888.0,1.3487050661211462
643,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1,4,45878,Multifamily Housing,21.0,964498.8125,6.72,0.15,27,1,1.0,0.0,45878.0,11469.5,3.1253984813327005
644,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,1,5,37824,Multifamily Housing,29.39999962,1112533.875,25.6,0.68,21,1,1.0,0.0,37824.0,7564.8,2.985282252301836
645,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1,4,38765,Multifamily Housing,41.40000153,1339220.625,4.58,0.12,40,1,1.0,0.0,38765.0,9691.25,3.471912299993628
646,SPS-District K-12,K-12 School,SOUTHWEST,1,2,51489,K-12 School,38.5,1984067.625,70.76,1.37,62,1,1.0,0.0,51489.0,25744.5,4.03434517496186
647,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,4,26815,Multifamily Housing,37.90000153,861007.8125,19.01,0.71,14,3,1.0,0.0,26815.0,6703.75,4.858797612421033
648,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,1,5,22529,Multifamily Housing,29.70000076,668915.8125,21.69,0.96,9,1,1.0,0.0,22529.0,4505.8,3.4088647564706105
649,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,8,148474,Multifamily Housing,61.09999847,3936546.75,122.83,0.83,25,2,1.0,0.0,148474.0,18559.25,0.4719715384259461
650,NonResidential,Distribution Center,GREATER DUWAMISH,1,1,48001,Distribution Center,44.70000076,2143650.75,86.46,1.8,49,1,1.0,0.0,48001.0,48001.0,6.973516905836821
651,NonResidential,Warehouse,GREATER DUWAMISH,1,1,26380,Non-Refrigerated Warehouse,19.29999924,509124.0,3.58,0.14,37,2,1.0,0.0,26380.0,26380.0,6.8227442459637935
652,NonResidential,Warehouse,GREATER DUWAMISH,1,1,37351,Non-Refrigerated Warehouse,65.40000153,2559461.75,77.04,2.06,47,2,1.0,0.0,37351.0,37351.0,7.0299356426635935
653,NonResidential,Warehouse,GREATER DUWAMISH,1,1,30375,Non-Refrigerated Warehouse,11.39999962,345866.6875,2.41,0.08,35,1,1.0,0.0,30375.0,30375.0,6.973516905836821
654,NonResidential,Warehouse,GREATER DUWAMISH,1,1,30004,Non-Refrigerated Warehouse,12.60000038,369291.5,2.57,0.09,37,2,1.0,0.0,30004.0,30004.0,6.965718343071114
655,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1,3,32235,Multifamily Housing,27.10000038,596155.625,4.16,0.13,26,2,0.68221,0.31779,32235.0,10745.0,3.4862442550087067
656,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,13,120405,Multifamily Housing,31.60000038,3366510.0,43.2,0.36,12,4,1.0,0.0,120405.0,9261.923,1.1272028251439137
657,NonResidential,Other,NORTHEAST,1,3,39971,Other,274.2000122,10960107.0,416.07,10.41,88,4,1.0,0.0,39971.0,13323.667,6.164135940142464
658,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1,4,23976,Multifamily Housing,26.5,635951.8125,4.43,0.18,28,1,1.0,0.0,23976.0,5994.0,3.543913105407446
659,NonResidential,Worship Facility,BALLARD,1,2,33589,Worship Facility,15.19999981,509836.1875,21.93,0.65,102,1,1.0,0.0,33589.0,16794.5,5.5829874171659
660,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1,6,169149,Multifamily Housing,31.10000038,4606967.5,62.46,0.37,12,2,1.0,0.0,169149.0,28191.5,4.890129676395789
661,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1,5,25368,Multifamily Housing,30.39999962,770082.125,16.01,0.63,24,1,1.0,0.0,25368.0,5073.6,5.001684116996501
662,NonResidential,Small- and Mid-Sized Office,BALLARD,1,3,43500,Office,74.0,3220635.25,22.65,0.52,37,1,1.0,0.0,43500.0,14500.0,4.7933718765922215
663,NonResidential,Small- and Mid-Sized Office,BALLARD,1,2,28492,Office,66.59999847,1896298.875,37.78,1.33,38,1,1.0,0.0,28492.0,14246.0,5.944380802931848
664,NonResidential,Small- and Mid-Sized Office,BALLARD,1,3,22325,Office,62.79999924,1401315.875,9.77,0.44,53,6,1.0,0.0,22325.0,7441.667,5.867604084666128
665,NonResidential,Restaurant,BALLARD,1,3,22719,Restaurant,59.79999924,1358519.0,9.47,0.42,39,2,1.0,0.0,22719.0,7573.0,5.852736346744369
666,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,14,50141,Multifamily Housing,91.59999847,3077371.0,130.28,2.6,88,1,1.0,0.0,50141.0,3581.5,0.635319469601316
667,NonResidential,Laboratory,DOWNTOWN,1,2,44588,Laboratory,105.0999985,7251589.0,50.55,1.13,70,1,0.50659,0.49341,44588.0,22294.0,0.6770366695082259
668,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,6,140049,Multifamily Housing,38.59999847,3986982.75,113.91,0.81,23,4,1.0,0.0,140049.0,23341.5,0.8037748130961504
669,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,5,58954,Multifamily Housing,43.59999847,2569106.5,106.77,1.81,91,1,1.0,0.0,58954.0,11790.8,0.6774594756929196
670,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,5,37992,Multifamily Housing,29.70000076,1128311.125,30.41,0.8,100,1,1.0,0.0,37992.0,7598.4,0.7194971305766146
671,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,5,62876,Multifamily Housing,18.70000076,967432.8125,6.74,0.11,13,5,1.0,0.0,62876.0,12575.2,3.9400484805354017
672,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1,4,40562,Multifamily Housing,33.59999847,1256575.875,28.47,0.7,10,2,1.0,0.0,40562.0,10140.5,1.41288319192182
673,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,5,40489,Multifamily Housing,39.59999847,1603017.5,66.44,1.64,106,1,1.0,0.0,40489.0,8097.8,1.49961567764781
674,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1,3,34800,Multifamily Housing,30.70000076,874707.0,6.1,0.18,91,2,1.0,0.0,34800.0,11600.0,1.4572915825855444
675,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1,3,28058,Multifamily Housing,31.20000076,753721.125,18.6,0.66,88,2,1.0,0.0,28058.0,9352.667,1.4739511220081232
676,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,13,106066,Multifamily Housing,39.90000153,4988493.5,145.35,1.37,13,2,1.0,0.0,106066.0,8158.923,1.1331732343340315
677,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,9,86560,Multifamily Housing,51.79999924,3229864.5,29.04,0.34,91,1,1.0,0.0,86560.0,9617.778,0.7667533733856985
678,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,13,91600,Multifamily Housing,53.09999847,4206839.5,29.33,0.32,38,2,0.86501,0.13499,91600.0,7046.154,0.8149233795427399
679,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,6,142063,Multifamily Housing,39.5,2807792.75,29.71,0.21,15,2,1.0,0.0,142063.0,23677.167,0.7807738379641376
680,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,8,188717,Multifamily Housing,31.0,4192895.0,50.46,0.27,24,2,0.71765,0.28235,188717.0,23589.625,1.248692476400688
681,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1,3,33400,Multifamily Housing,52.59999847,1713381.75,69.57,2.08,92,1,1.0,0.0,33400.0,11133.333,1.222904287249774
682,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,7,88144,Multifamily Housing,26.20000076,2306723.5,80.47,0.91,22,1,0.96481,0.03519,88144.0,12592.0,1.041357776608447
683,SPS-District K-12,K-12 School,CENTRAL,1,2,37327,K-12 School,40.20000076,1967476.375,71.06,1.9,91,1,1.0,0.0,37327.0,18663.5,1.4590638249783234
684,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,3,37619,Multifamily Housing,29.79999924,1119640.25,29.84,0.79,16,1,1.0,0.0,37619.0,12539.667,1.741553628306289
685,NonResidential,Retail Store,DOWNTOWN,1,2,147545,Retail Store,46.0,6787070.0,169.75,1.15,99,1,1.0,0.0,147545.0,73772.5,1.0064094631053278
686,Nonresidential COS,Other,NORTH,1,2,21462,Other,42.90000153,1114384.625,7.77,0.36,93,2,1.0,0.0,21462.0,10731.0,5.361885928209716
687,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,3,24178,Multifamily Housing,22.5,775728.8125,16.58,0.69,23,1,1.0,0.0,24178.0,8059.333,3.649902490350572
688,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1,3,107518,Multifamily Housing,49.70000076,4086293.0,132.47,1.23,98,1,1.0,0.0,107518.0,35839.333,1.9426044490361405
689,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,1,6,30720,Multifamily Housing,27.60000038,846389.3125,17.02,0.55,19,1,1.0,0.0,30720.0,5120.0,2.7484659266789344
690,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1,4,38970,Multifamily Housing,21.0,818836.125,5.71,0.15,30,1,1.0,0.0,38970.0,9742.5,3.0537974627814344
691,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1,5,24648,Multifamily Housing,23.20000076,572692.625,3.99,0.16,27,1,1.0,0.0,24648.0,4929.6,5.156632406949294
692,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,4,34270,Multifamily Housing,30.10000038,635697.3125,4.43,0.13,28,1,1.0,0.0,34270.0,8567.5,3.4047313987278933
693,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1,4,20837,Multifamily Housing,18.60000038,387226.0,2.7,0.13,32,1,1.0,0.0,20837.0,5209.25,4.519949626281673
694,SPS-District K-12,K-12 School,NORTHWEST,1,2,47602,K-12 School,48.79999924,2249592.5,83.59,1.76,86,1,1.0,0.0,47602.0,23801.0,5.554965002321467
695,NonResidential,Other,NORTHWEST,1,2,28072,Social/Meeting Hall,57.20000076,1362523.0,63.48,2.26,99,1,1.0,0.0,28072.0,14036.0,5.002035094591008
696,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1,4,24864,Multifamily Housing,24.70000076,614985.0,4.29,0.17,30,1,1.0,0.0,24864.0,6216.0,0.7124443964951689
697,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,5,39050,Multifamily Housing,25.79999924,1007356.313,7.02,0.18,26,1,1.0,0.0,39050.0,7810.0,1.000598437695597
698,NonResidential,Restaurant,DOWNTOWN,1,2,31020,Restaurant,160.1999969,4970047.0,207.6,6.69,61,1,1.0,0.0,31020.0,15510.0,0.9899981099410704
699,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,2,21600,Office,75.80000305,1636649.125,29.62,1.37,99,2,1.0,0.0,21600.0,10800.0,0.9991212908927394
700,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,5,61825,Office,104.0999985,4322873.0,141.2,2.28,42,2,0.78455,0.21545,61825.0,12365.0,1.111192209703992
701,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,16,590869,Multifamily Housing,36.29999924,14856602.0,374.56,0.63,15,2,1.0,0.0,590869.0,36929.312,1.1790242100921071
702,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,7,145275,Multifamily Housing,25.79999924,2653900.0,18.5,0.13,15,1,1.0,0.0,145275.0,20753.571,1.1776195882133642
703,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,3,64630,Office,21.79999924,1408291.375,9.82,0.15,74,1,1.0,0.0,64630.0,21543.333,1.1730820032156424
704,NonResidential,Worship Facility,DOWNTOWN,1,2,20920,Worship Facility,49.79999924,1042108.5,42.19,2.02,68,1,1.0,0.0,20920.0,10460.0,1.123007352130528
705,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1,3,26640,Multifamily Housing,81.59999847,2173356.25,63.36,2.38,113,2,1.0,0.0,26640.0,8880.0,1.0368237981121753
706,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,7,40329,Multifamily Housing,93.80000305,3696784.75,138.03,3.42,7,3,1.0,0.0,40329.0,5761.286,1.0689072559905974
707,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1,4,34880,Multifamily Housing,22.5,922153.6875,6.43,0.18,29,1,1.0,0.0,34880.0,8720.0,1.0185813592780109
708,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1,4,56776,Multifamily Housing,31.10000038,1583110.25,52.25,0.92,114,1,1.0,0.0,56776.0,14194.0,0.8469152845410963
709,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,6,112676,Multifamily Housing,39.5,3073937.5,54.59,0.48,26,2,1.0,0.0,112676.0,18779.333,0.871263150860892
710,NonResidential,Worship Facility,SOUTHWEST,1,2,22128,Worship Facility,27.5,608359.6875,25.24,1.14,90,1,1.0,0.0,22128.0,11064.0,4.332780709858748
711,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1,4,26880,Multifamily Housing,44.5,1195994.125,19.83,0.74,43,1,1.0,0.0,26880.0,6720.0,3.375294637994054
